"","TB_status_limma_logFC","TB_status_limma_AveExpr","TB_status_limma_t","TB_status_limma_P.Value","TB_status_limma_padj","TB_status_limma_B"
"HIST1H3E",-0.719919478233699,1.72968032514945,-1.45046918076684,0.157329294340453,0.274323289492653,-5.81398736461074
"C10orf88",-0.771184642825779,7.2115684555375,-1.45010482186145,0.157430148930401,0.274480276155767,-5.81449161552542
"CD200R1L",0.419375742648025,0.38409324501963,1.44987948349499,0.157492548373974,0.274520380005642,-5.81480341535707
"FGF3",0.419375742648025,0.38409324501963,1.44987948349499,0.157492548373974,0.274520380005642,-5.81480341535707
"ST8SIA6-AS1",-0.691851940177675,1.50194332675397,-1.44986830933441,0.157495643172529,0.274520380005642,-5.81481887590661
"GLTPD1",0.865450430190555,6.90372668265374,1.44986544360578,0.157496436873309,0.274520380005642,-5.8148228409072
"MIR363",-0.367595607145559,0.241672680526764,-1.44950638627629,0.157595907662435,0.274674887363837,-5.8153195761576
"PEMT",0.605467648101367,6.75648308214852,1.44943873558513,0.157614654745319,0.274688689308825,-5.81541315506865
"ST6GALNAC6",0.995193451198283,9.15775623566674,1.44927958531306,0.157658764818306,0.274746688597293,-5.8156332873152
"ANK1",0.688684291367935,7.0805570242944,1.44884470586039,0.157779346072639,0.274937934549437,-5.81623469361158
"ARF3",0.548270223381222,10.2428182731116,1.44875705364375,0.157803658737836,0.274961413205674,-5.81635589122368
"SLC4A1",-1.00947297119413,2.74409376687598,-1.44844662397811,0.157889788612987,0.275092593237243,-5.81678507433131
"ZNF778",-0.814577550570537,6.37475395220256,-1.44813307358841,0.157976822318521,0.275223367568688,-5.81721849099309
"SLA2",-0.577102592503631,9.50995679917583,-1.4480980541779,0.157986545196122,0.275223367568688,-5.81726689281956
"FAM21A",1.18713138020362,5.81318867278052,1.4480585323622,0.157997518704826,0.275223584048893,-5.81732151639336
"SNAI3",0.75769098251503,6.23306964150496,1.44787011742388,0.158049841769471,0.275295824361984,-5.81758190915144
"ATP2A2",-0.827456136134737,10.9681207679975,-1.44765521263974,0.15810953792829,0.275380896544103,-5.81787887545714
"VWF",0.949468849432217,4.17471212523227,1.44758436609995,0.158129221581349,0.275396271665225,-5.81797676640896
"MACROD2-AS1",-0.346574852624412,0.36522348693185,-1.44753548978329,0.158142802272537,0.275401016547657,-5.81804429797115
"CAD",0.864637300348581,8.49142625001891,1.44733673150167,0.158198038474939,0.275478297640875,-5.81831889847457
"ITGA7",1.32877117783444,3.88368083742442,1.44714883624994,0.158250269884842,0.275550336086119,-5.8185784607481
"EIF2AK3",-0.597134868060114,9.57875815970925,-1.44677979763527,0.158352895739056,0.275710107008124,-5.81908817298829
"FGF20",-0.65961209108025,1.11003287215466,-1.44649989656277,0.158430768657466,0.275820949270999,-5.81947469417133
"NTRK3",0.599433684376478,2.54594234893272,1.44647282112405,0.158438303089601,0.275820949270999,-5.81951207976254
"GAL3ST3",0.5885630046146,1.11569647101219,1.44604028027626,0.158558707275283,0.276011616424852,-5.82010924703228
"XPNPEP1",0.499076247144144,9.63413983311875,1.44592705990985,0.158590235865311,0.276047557529244,-5.82026553383476
"MLH3",-0.573789077634608,8.61520144072964,-1.44586063709019,0.158608735015733,0.276060815772152,-5.82035721743184
"LOC340515",-0.556811499971795,0.6719904225553,-1.44557447822817,0.158688451585391,0.276180614696638,-5.82075216148356
"TMIGD1",-0.685295121394881,1.61460651903243,-1.44544793560497,0.158723713295873,0.276206814728526,-5.82092678848867
"CYP3A7-CYP3AP1",0.604243148278647,0.926318503816862,1.4454423077893,0.158725281658485,0.276206814728526,-5.82093455448541
"NDN",-0.703347433287942,2.82001266061666,-1.4451843757592,0.158797175518326,0.276312967182173,-5.82129045469823
"LOC729911",-0.158496250072116,0.0511278226039083,-1.44495726657394,0.158860499507055,0.276319369625523,-5.82160377923864
"MIR6879",-0.158496250072116,0.0511278226039083,-1.44495726657394,0.158860499507055,0.276319369625523,-5.82160377923864
"MIR4471",-0.158496250072116,0.0511278226039083,-1.44495726657394,0.158860499507055,0.276319369625523,-5.82160377923864
"LOC101927797",-0.158496250072116,0.0511278226039083,-1.44495726657394,0.158860499507055,0.276319369625523,-5.82160377923864
"MIR6068",-0.158496250072116,0.0511278226039083,-1.44495726657394,0.158860499507055,0.276319369625523,-5.82160377923864
"PTPRD",-0.766874568894955,3.05532381483503,-1.44490623092114,0.158874732346374,0.276319369625523,-5.82167418320137
"MPV17L",-0.712204871520838,1.72845232383224,-1.44489773398967,0.158877102071818,0.276319369625523,-5.82168590455529
"CLRN3",0.590124747338907,0.931954735105415,1.44473491267938,0.158922517047586,0.276379407175099,-5.82191050186987
"KLRC2",-0.783584439369928,6.68387176096191,-1.44450613756242,0.158986345645713,0.276471457111354,-5.82222603938859
"LOC100132077",0.847626457355906,1.71115830251413,1.44442648518471,0.159008573560668,0.276475776085889,-5.82233588955424
"S100A1",1.01588912652552,3.29740602162233,1.44441912904259,0.159010626501621,0.276475776085889,-5.82234603428973
"HIST1H2BA",0.293805952449634,0.199029838756204,1.44424044643682,0.159060499444333,0.276528100865045,-5.82259243877711
"CALML3",0.45975654772207,0.411447983940757,1.44421545075305,0.159067477098629,0.276528100865045,-5.82262690587929
"HS3ST3A1",0.765265828765884,1.43539838414693,1.44419415439759,0.159073422261258,0.276528100865045,-5.82265627148711
"HES4",0.736880927860587,6.10952601904708,1.44401287833672,0.159124035051416,0.276597130408683,-5.82290621836638
"SIGLEC8",0.54855454470754,0.788593965913855,1.44394121723614,0.159144046564252,0.27661296151024,-5.82300501854168
"OR2M4",0.478416218975864,0.524088406403005,1.44379017121799,0.159186233034665,0.276650553504359,-5.82321325388528
"PAGE3",0.450582972581956,0.405233626587777,1.44378568770614,0.159187485395109,0.276650553504359,-5.82321943466373
"EREG",-1.08818034996038,10.4338651583752,-1.44343069014427,0.159286670229052,0.276803962897013,-5.82370876628109
"MIER1",-0.445326128259333,10.7932533236611,-1.442745926647,0.159478129041512,0.277117691453186,-5.82465235486742
"PLK5",0.670988564804515,1.23002939089037,1.44254050204715,0.15953560109068,0.27719857044304,-5.82493534949403
"PAX7",0.586396501470516,0.814228839850065,1.44244194213933,0.159563181234556,0.277227503702364,-5.82507111401447
"FOXE1",-0.641454126074089,1.48018705225049,-1.44226497606819,0.159612711383554,0.277282771640903,-5.825314861412
"VENTXP7",0.560841779165779,0.638421326281192,1.44225018225934,0.159616852502054,0.277282771640903,-5.82533523675402
"EFNA2",-0.68337533434133,1.30000398390577,-1.44217360795297,0.159638288730463,0.277301020851437,-5.8254406987602
"PGCP1",-0.204761904761905,0.161290322580645,-1.44197943135982,0.159692656824613,0.277338489650633,-5.82570810677915
"LOC102546228",-0.204761904761905,0.161290322580645,-1.44197943135982,0.159692656824613,0.277338489650633,-5.82570810677915
"MIR9-1",-0.204761904761905,0.161290322580645,-1.44197943135982,0.159692656824614,0.277338489650633,-5.82570810677915
"GMCL1P1",-0.793857140959002,3.66690485738119,-1.44184833747851,0.159729370517375,0.277383260630118,-5.82588862349704
"SPACA3",-0.65353301073728,1.30419739148351,-1.44175629122533,0.159755152675697,0.27740904326628,-5.82601536298064
"WBP11",-0.686809028207651,10.4675503878377,-1.441417658156,0.159850032268073,0.277554799354995,-5.82648157003484
"TINAG",0.675783740652305,1.11628523567529,1.44122080099656,0.159905209082531,0.277631602491661,-5.82675254590296
"C6orf120",-0.612170251961696,9.24758498592799,-1.44117092635854,0.159919190776264,0.277636875965799,-5.82682119374146
"WWTR1",-0.670204373920749,3.45391842032715,-1.44083984944796,0.160012028423261,0.277779041746478,-5.82727683824848
"LOC101928449",-0.882738446838287,1.63810756315627,-1.44077425752862,0.160030426206904,0.277791970166741,-5.82736709831586
"DIS3L",0.46652858003349,9.0065809230018,1.44045662351454,0.16011954268892,0.277927646865038,-5.82780413927085
"HECTD3",0.947996621985801,8.83320012666849,1.43974659663695,0.160318892787717,0.278201106280614,-5.8287807810874
"GAL3ST4",1.21594115539121,6.46230752985914,1.43956922299733,0.160368723705764,0.278201106280614,-5.82902469317422
"PTPRR",-0.799381685486428,2.16362551297315,-1.43951651482878,0.160383533780508,0.278201106280614,-5.82909716880657
"LY6G6E",0.246186904830586,0.166771774240075,1.43946602781238,0.160397720768695,0.278201106280614,-5.8291665881124
"MIR346",0.246186904830586,0.166771774240075,1.43946602781238,0.160397720768695,0.278201106280614,-5.8291665881124
